Company name,Deal date,Investment amount,Incorporation date,Current stage,Exit date,Exit price
Ethos,2015/8/27,292000,06/02/2015,Dead,18/01/2019,0
Eulysis,2014/7/30,357400,10/10/2011,Dead,01/08/2016,0
Eulysis,2015/8/13,225000,10/10/2011,Dead,01/08/2016,0
Eutechnyx,2012/1/31,2478309,31/12/1987,Dead,23/04/2019,0
Evanidus,2011/11/24,140000,11/10/2010,Dead,31/10/2018,0
Evans Cycles,2017/4/10,39667575,31/12/1921,Dead,30/10/2018,0
Eventful Stays,2015/4/22,55995,02/08/2010,Dead,02/05/2019,0
Eventful Stays,2011/3/29,25000,02/08/2010,Dead,02/05/2019,0
Eventful Stays,2012/7/31,20000,02/08/2010,Dead,02/05/2019,0
Evi Technologies,2010/6/11,999998,10/02/2003,Exited,17/04/2013,17055895.99
Evi Technologies,2011/3/16,2029372,10/02/2003,Exited,17/04/2013,17055895.99
Evi Technologies,2012/8/8,900376,10/02/2003,Exited,17/04/2013,17055895.99
Evocha,2013/5/21,30000,14/01/2013,Dead,11/01/2016,0
Evoglow,2015/7/31,12000,03/09/2012,Dead,08/03/2017,0
Evoglow,2015/4/10,10000,03/09/2012,Dead,08/03/2017,0
Evovate,2015/6/30,6000,21/12/2012,Dead,29/01/2019,0
Evovate,2013/9/5,5000,21/12/2012,Dead,29/01/2019,0
Exaactly,2017/8/29,262033,10/10/2014,Dead,21/04/2020,0
Exaactly,2017/11/27,100000,10/10/2014,Dead,21/04/2020,0
Exactive,2014/10/29,30004,11/11/2005,Exited,02/03/2020,4500000
Exclusive,2014/12/18,120000,18/05/2007,Dead,05/11/2018,0
ExecuteSales,2014/9/17,197148,28/06/2012,Dead,30/06/2016,0
ExecuteSales,2015/7/7,76807,28/06/2012,Dead,30/06/2016,0
Exeva,2015/3/31,1300054,17/03/2015,Dead,28/02/2019,0
Exeva,2017/12/14,191999,17/03/2015,Dead,28/02/2019,0
Exeva,2017/2/28,293117,17/03/2015,Dead,28/02/2019,0
Exosect,2010/2/8,2292185,29/04/1999,Dead,30/11/2018,0
Exosect,2016/4/4,1579816,29/04/1999,Dead,30/11/2018,0
Exosect,2015/2/16,1131620,29/04/1999,Dead,30/11/2018,0
Exosect,2012/10/31,1916292,29/04/1999,Dead,30/11/2018,0
Exosect,2011/6/29,505750,29/04/1999,Dead,30/11/2018,0
Exosect,2013/7/15,2528470,29/04/1999,Dead,30/11/2018,0
Exosect,2012/12/11,549976,29/04/1999,Dead,30/11/2018,0
Experience the Himalayas,2013/4/3,25500,20/09/2011,Dead,18/12/2019,0
Experiently,2015/9/25,30001,,Dead,23/02/2017,0
Eyon,2017/5/1,30000,16/09/2013,Dead,05/11/2018,0
Eyon,2016/12/1,95000,16/09/2013,Dead,05/11/2018,0
EzyOrder,2014/4/9,22153,03/04/2012,Dead,07/09/2018,0
F-Board,2015/11/21,106000,04/07/2007,Dead,06/01/2017,0
F-Board,2014/7/31,1121000,04/07/2007,Dead,06/01/2017,0
F-Board,2012/6/15,366000,04/07/2007,Dead,06/01/2017,0
F-Board,2013/8/15,114000,04/07/2007,Dead,06/01/2017,0
FDP,2016/2/17,121296,07/05/2015,Dead,21/05/2019,0
FDP,2017/3/3,400000,07/05/2015,Dead,21/05/2019,0
FJ Holdings,2014/4/17,650011,27/08/2003,Dead,20/02/2017,0
FLIO,2015/11/6,771115,28/11/2014,Dead,31/03/2020,0
FLIO,2015/2/3,195293,28/11/2014,Dead,31/03/2020,0
FLIO,2018/10/24,117078,28/11/2014,Dead,31/03/2020,0
FLIO,2015/6/17,303242,28/11/2014,Dead,31/03/2020,0
FLIO,2017/10/3,1326200,28/11/2014,Dead,31/03/2020,0
FUEL Intelligence,2015/3/13,999938,08/07/2014,Dead,05/02/2019,0
Fairshare Communications,2016/7/5,30000,02/06/2016,Dead,08/12/2017,0
Fairstone Group,2013/5/15,1562500,21/05/2008,Exited,25/04/2016,25000000
Fairstone Group,2011/12/23,920354,21/05/2008,Exited,25/04/2016,25000000
Fanmoji,2016/12/21,29970,10/07/2015,Dead,04/01/2019,0
Fanmoji,2017/4/5,15025,10/07/2015,Dead,04/01/2019,0
Fanmoji,2016/5/4,119993,10/07/2015,Dead,04/01/2019,0
Fantasy Shopper,2012/1/23,190642,29/11/2010,Dead,09/04/2015,0
Fanto Gaming,2016/8/2,149996,07/05/2013,Dead,23/04/2020,0
Faraday Grid,2018/6/21,7578185,06/09/2016,Dead,14/10/2019,0
Faraday Grid,2017/8/3,1926423,06/09/2016,Dead,14/10/2019,0
Farley Macallan,2017/3/31,44013,19/12/2013,Dead,09/10/2018,0
Farley Macallan,2016/2/16,20000,19/12/2013,Dead,09/10/2018,0
Fast-Form Systems,2015/2/2,340000,05/08/2013,Exited,06/08/2019,1500000
Fast-Form Systems,2016/6/23,69996,05/08/2013,Exited,06/08/2019,1500000
Fat Buddha,2014/4/4,61500,21/10/2011,Dead,14/08/2019,0
Fat Buddha,2012/1/1,299996,21/10/2011,Dead,14/08/2019,0
FaultlessAI,2018/5/27,111323,30/05/2018,Dead,23/05/2019,0
Feast Express,2014/4/22,84145,08/10/2012,Dead,23/04/2019,0
Feed Me Primal,2016/6/18,25000,08/03/2016,Dead,17/01/2018,0
Feed Me Primal,2017/3/10,12500,08/03/2016,Dead,17/01/2018,0
Feedr,2020/3/13,391000,18/01/2016,Exited,26/05/2020,19000000
Feedr,2017/6/6,581050,18/01/2016,Exited,26/05/2020,19000000
Feedr,2018/11/20,1018014,18/01/2016,Exited,26/05/2020,19000000
Feedr,2018/6/29,605210,18/01/2016,Exited,26/05/2020,19000000
Feel Free Foods,2013/10/8,163000,15/09/2015,Dead,02/11/2017,0
Feel Free Foods,2015/10/26,182376,15/09/2015,Dead,02/11/2017,0
FeelShare,2015/4/11,30000,10/04/2015,Dead,13/06/2017,0
FeelShare,2016/1/11,186025,10/04/2015,Dead,13/06/2017,0
Feels,2014/8/18,100000,26/06/2014,Dead,22/01/2019,0
Feels,2015/1/7,999780,26/06/2014,Dead,22/01/2019,0
Fennaco,2014/4/24,100000,21/05/2009,Dead,25/09/2018,0
Feritt,2016/1/4,21571,24/03/2015,Dead,04/01/2019,0
Fermain,2013/8/29,373995,14/04/2011,Dead,02/03/2017,0
Fezzee,2014/11/3,75000,07/11/2013,Dead,17/11/2016,0
Fezzee,2014/2/26,50000,07/11/2013,Dead,17/11/2016,0
Fezzee,2013/12/16,20000,07/11/2013,Dead,17/11/2016,0
Fianium,2009/11/20,351000,,Exited,31/03/2016,21000000
Fidelity Health,2017/2/28,584979,15/09/2015,Dead,01/11/2018,0
FieldCandy,2013/10/4,220000,11/12/2012,Dead,07/02/2017,0
FieldCandy,2015/7/24,416924,11/12/2012,Dead,07/02/2017,0
FieldCandy,2013/4/18,169339,11/12/2012,Dead,07/02/2017,0
FieldSmartr,2019/2/28,20300,28/07/2015,Dead,17/03/2020,0
FieldSmartr,2018/8/31,22945,28/07/2015,Dead,17/03/2020,0
FieldSmartr,2018/2/15,9594,28/07/2015,Dead,17/03/2020,0
FieldSmartr,2017/6/16,15704,28/07/2015,Dead,17/03/2020,0
Fight My Monster,2012/2/16,1347071,27/04/2010,Dead,17/03/2017,0
Fightme,2014/6/12,800000,01/12/2010,Dead,17/03/2017,0
Fightme,2013/10/31,277999,01/12/2010,Dead,17/03/2017,0
Figr,2015/1/7,9994,29/04/2014,Dead,21/06/2017,0
Figr,2016/4/4,26512,29/04/2014,Dead,21/06/2017,0
Fiitizens,2016/4/4,6002,18/11/2013,Dead,17/03/2017,0
Filmore & Union,2017/9/3,2431980,01/11/2012,Dead,29/05/2019,0
Filmore & Union,2015/8/5,840430,01/11/2012,Dead,29/05/2019,0
Financial Fairy Tales,2012/10/21,7490,19/06/2012,Dead,21/08/2018,0
Fincluster,2015/2/3,100912,14/01/2013,Dead,22/10/2018,0
Fincluster,2014/5/6,5000,14/01/2013,Dead,22/10/2018,0
FindsYou,2014/12/10,270000,28/02/2011,Dead,17/11/2016,0
FindsYou,2013/6/20,300000,28/02/2011,Dead,17/11/2016,0
Fingersfingers,2017/8/9,5000,31/12/2012,Dead,18/02/2020,0
Fingersfingers,2015/9/28,7499,31/12/2012,Dead,18/02/2020,0
Firefly,2016/2/16,350098,31/12/2007,Dead,12/05/2017,0
Firefly,2014/10/24,669960,31/12/2007,Dead,12/05/2017,0
Firezza,2016/2/22,140030,31/05/2001,Exited,08/03/2016,5825000
Firezza,2014/3/12,900016,31/05/2001,Exited,08/03/2016,5825000
First Active Media,2012/4/26,374909,17/09/2001,Dead,23/03/2015,0
First Active Media,2014/6/25,102470,17/09/2001,Dead,23/03/2015,0
Fistral Surf Company,2013/11/6,75000,08/02/2013,Dead,12/04/2018,0
Fixington,2015/4/2,150000,08/01/2013,Dead,03/02/2020,0
Fixington,2016/7/12,262844,08/01/2013,Dead,03/02/2020,0
Fiz,2013/4/23,150000,08/08/2011,Dead,28/01/2020,0
Fiz,2014/3/28,165112,08/08/2011,Dead,28/01/2020,0
Flashbackr,2015/6/2,51996,20/06/2012,Dead,26/03/2019,0
Flashbackr,2014/5/13,25000,20/06/2012,Dead,26/03/2019,0
Flavourly,2014/2/11,154438,17/08/2012,Dead,07/02/2017,0
Flavourly,2015/4/22,506902,17/08/2012,Dead,07/02/2017,0
Flavourly,2016/12/14,149999,17/08/2012,Dead,07/02/2017,0
Fleur B,2016/9/5,50000,19/04/2011,Dead,22/05/2018,0
Flexeye,2013/3/29,399986,31/07/2003,Dead,16/12/2019,0
FlexiDB,2015/11/23,484999,27/01/2012,Dead,28/10/2019,0
Flexiant,2013/4/4,3159554,11/12/2009,Dead,24/06/2016,0
Flexipod,2012/8/8,233364,20/06/2007,Dead,30/10/2018,0
Flexipod,2012/3/22,50000,20/06/2007,Dead,30/10/2018,0
Flexiworkforce,2014/9/9,149996,04/09/2013,Dead,26/02/2019,0
Flexiworkforce,2015/8/20,225226,04/09/2013,Dead,26/02/2019,0
Flexiworkforce,2016/6/28,112596,04/09/2013,Dead,26/02/2019,0
Flexy,2016/6/1,100000,02/04/2015,Exited,09/07/2019,3000000
Flexy,2017/1/13,499996,02/04/2015,Exited,09/07/2019,3000000
FlikClip,2017/9/27,124684,29/09/2016,Dead,04/12/2018,0
Flipper,2015/12/18,100000,29/06/2015,Exited,27/06/2017,700000
Flipper,2016/6/28,452000,29/06/2015,Exited,27/06/2017,700000
Flipper,2016/3/7,475000,29/06/2015,Exited,27/06/2017,700000
Flix Innovations,2012/7/6,835232,26/08/2009,Dead,06/11/2017,0
Flix Innovations,2013/3/4,469480,26/08/2009,Dead,06/11/2017,0
Flix Innovations,2014/3/14,457274,26/08/2009,Dead,06/11/2017,0
Flix Innovations,2016/2/2,758528,26/08/2009,Dead,06/11/2017,0
Flix Innovations,2011/9/1,1096184,26/08/2009,Dead,06/11/2017,0
Flix Innovations,2015/6/9,1086200,26/08/2009,Dead,06/11/2017,0
Flix Innovations,2015/1/16,248506,26/08/2009,Dead,06/11/2017,0
Flix Innovations,2010/9/16,425072,26/08/2009,Dead,06/11/2017,0
Flixborough Eco Technologies,2017/9/19,14986,25/09/2012,Dead,11/12/2018,0
Flixtreme,2014/9/19,150000,20/01/2014,Dead,06/09/2016,0
Floorsync,2017/4/19,100000,10/01/2014,Dead,24/02/2020,0
Flossonic,2013/4/20,126852,13/02/2012,Dead,24/04/2018,0
Flowbot Bars,2018/3/7,147500,23/04/2015,Dead,24/10/2019,0
Flowbot Bars,2018/12/17,94611,23/04/2015,Dead,24/10/2019,0
Flowify,2013/5/29,35833,,Dead,12/05/2017,0
Flowify,2013/10/31,45995,,Dead,12/05/2017,0
Floxx Media,2010/12/20,100000,11/05/2010,Dead,02/04/2019,0
Floxx Media,2011/8/22,199980,11/05/2010,Dead,02/04/2019,0
Fluency,2014/8/11,110000,10/06/2013,Dead,16/08/2018,0
Fluency,2013/8/2,15000,10/06/2013,Dead,16/08/2018,0
Fluent Communication,2013/3/25,133976,08/10/2010,Dead,13/05/2016,0
Flute Office,2014/7/10,229921,22/08/2012,Dead,25/03/2020,0
Flute Office,2017/8/8,698017,22/08/2012,Dead,25/03/2020,0
Flute Office,2016/3/14,1443653,22/08/2012,Dead,25/03/2020,0
Flute Office,2012/9/18,149999,22/08/2012,Dead,25/03/2020,0
Flute Office,2016/11/8,245183,22/08/2012,Dead,25/03/2020,0
Flute Office,2013/4/30,100009,22/08/2012,Dead,25/03/2020,0
Flute Office,2017/1/23,310000,22/08/2012,Dead,25/03/2020,0
Flute Office,2015/8/18,168050,22/08/2012,Dead,25/03/2020,0
Flyt,2016/10/10,3499999,26/02/2013,Exited,22/01/2019,22000000
Flyt,2018/10/23,263375,26/02/2013,Exited,22/01/2019,22000000
Flyt,2015/7/16,6999999,26/02/2013,Exited,22/01/2019,22000000
Flyt,2014/3/11,1000050,26/02/2013,Exited,22/01/2019,22000000
Folio,2017/5/27,455121,22/09/2015,Dead,03/01/2018,0
Folio,2015/9/27,160000,22/09/2015,Dead,03/01/2018,0
Food Doodle,2012/4/2,174999,01/06/2006,Dead,11/01/2016,0
Food Dudes Health,2012/3/21,50000,02/02/2012,Dead,21/02/2018,0
Food Story,2014/10/17,75002,03/03/2014,Dead,13/03/2020,0
Food Story,2014/3/24,74547,03/03/2014,Dead,13/03/2020,0
FoodTrade,2013/4/30,63999,11/01/2012,Dead,19/12/2017,0
FoodWiz,2011/5/3,45036,14/02/2008,Dead,13/02/2019,0
FoodieHub,2013/8/5,126950,12/02/2010,Dead,14/09/2017,0
FoodieHub,2014/5/13,72000,12/02/2010,Dead,14/09/2017,0
Football Album,2011/11/16,200000,21/07/2011,Dead,04/01/2019,0
Football Album,2013/10/29,875000,21/07/2011,Dead,04/01/2019,0
Football Album,2018/6/21,250000,21/07/2011,Dead,04/01/2019,0
Football Bingo,2014/3/27,100000,06/12/2005,Dead,19/12/2019,0
Football Innovation Group,2015/3/20,64824,28/01/2015,Dead,08/05/2019,0
Football Innovation Group,2016/3/30,17326,28/01/2015,Dead,08/05/2019,0
Footee,2012/3/6,30000,17/12/2004,Dead,21/07/2014,0
Foresight & Vision,2017/5/25,99998,29/06/2016,Dead,21/01/2020,0
ForestCar,2017/10/20,40000,22/05/2017,Dead,31/07/2019,0
ForestCar,2018/7/18,212492,22/05/2017,Dead,31/07/2019,0
Fork,2016/3/31,90016,28/09/2015,Dead,08/11/2017,0
Formology,2012/7/2,129769,30/09/2010,Dead,08/10/2015,0
Forum,2015/7/1,180000,25/04/2012,Dead,13/07/2018,0
Fountain,2018/8/13,165006,21/02/2017,Dead,24/02/2020,0
Fountain,2017/11/17,100078,21/02/2017,Dead,24/02/2020,0
Frame,2015/8/11,142115,30/01/2014,Dead,15/12/2015,0
Frameblast,2013/9/27,20866,27/10/2011,Dead,07/03/2017,0
Framestore,2013/11/12,5089607,31/12/1986,Exited,03/11/2016,150000000
Framestore,2011/7/4,1946600,31/12/1986,Exited,03/11/2016,150000000
Francophiles,2015/11/30,12500,22/06/2012,Dead,13/06/2017,0
Francophiles,2012/7/30,60000,22/06/2012,Dead,13/06/2017,0
Francophiles,2014/11/30,17500,22/06/2012,Dead,13/06/2017,0
Frank Dale Foods,2009/12/21,308340,28/03/1994,Dead,03/03/2017,0
Frecco,2013/2/26,50000,23/02/2009,Dead,08/03/2017,0
Frecco,2012/2/24,598405,23/02/2009,Dead,08/03/2017,0
Frecco,2015/8/3,450732,23/02/2009,Dead,08/03/2017,0
Free2Cycle,2017/10/25,520000,04/05/2016,Dead,16/07/2020,0
Free2Cycle,2019/5/24,483002,04/05/2016,Dead,16/07/2020,0
Free2Cycle,2018/7/25,384983,04/05/2016,Dead,16/07/2020,0
FreedMan,2013/5/3,150003,28/05/2012,Dead,30/05/2016,0
Freedog,2014/12/23,1000000,19/11/2014,Dead,16/11/2018,0
Freedog,2016/9/1,589131,19/11/2014,Dead,16/11/2018,0
Freedog,2017/10/18,100000,19/11/2014,Dead,16/11/2018,0
Freedom Brands,2011/11/9,49950,13/12/2010,Dead,10/02/2020,0
Freedom Brands,2013/5/8,300225,13/12/2010,Dead,10/02/2020,0
Freefly VR,2016/3/31,58000,21/10/2013,Dead,22/11/2018,0
Freefly VR,2014/7/1,150000,21/10/2013,Dead,22/11/2018,0
Freelance Student,2016/5/12,15000,30/03/2015,Dead,14/07/2017,0
Fresh TL,2011/6/21,99986,29/04/2009,Dead,21/08/2018,0
Fresh TL,2010/9/29,299980,29/04/2009,Dead,21/08/2018,0
Fresh TL,2010/3/26,599976,29/04/2009,Dead,21/08/2018,0
Friday Home,2015/7/2,589861,16/09/2014,Dead,25/12/2019,0
Friday Home,2014/12/1,150040,16/09/2014,Dead,25/12/2019,0
Friendly Technologies,2013/3/22,109340,02/03/2007,Dead,22/10/2018,0
Friendly Technologies,2013/10/29,36968,02/03/2007,Dead,22/10/2018,0
Friendly Technologies,2011/8/22,300000,02/03/2007,Dead,22/10/2018,0
Friendly Technologies,2016/2/19,72204,02/03/2007,Dead,22/10/2018,0
Frigesco,2013/10/23,511243,27/03/2001,Dead,04/09/2018,0
Frigesco,2013/6/23,249998,27/03/2001,Dead,04/09/2018,0
Frigesco,2015/7/31,249801,27/03/2001,Dead,04/09/2018,0
Frillo,2013/12/19,349995,08/10/2012,Dead,23/05/2018,0
Frillo,2016/2/10,114177,08/10/2012,Dead,23/05/2018,0
Frillo,2014/2/20,100003,08/10/2012,Dead,23/05/2018,0
FromVineyardsDirect,2015/12/21,175000,21/01/2014,Dead,25/09/2019,0
FromVineyardsDirect,2015/6/2,732500,21/01/2014,Dead,25/09/2019,0
FromVineyardsDirect,2015/1/27,127423,21/01/2014,Dead,25/09/2019,0
Front Up Rugby,2013/9/11,103551,21/11/2000,Dead,21/10/2014,0
FrontHire,2015/11/30,20000,02/01/2015,Dead,18/05/2017,0
Fruitful,2013/3/11,57501,05/02/2013,Dead,26/01/2017,0
Fruitful,2013/12/17,60001,05/02/2013,Dead,26/01/2017,0
Fruitful,2013/5/14,79363,05/02/2013,Dead,26/01/2017,0
Frunbu,2017/3/30,52500,02/12/2014,Dead,29/06/2018,0
Frunbu,2015/9/7,144750,02/12/2014,Dead,29/06/2018,0
Frutree,2015/9/1,99992,17/04/2015,Dead,26/06/2019,0
Frutree,2016/8/1,791676,17/04/2015,Dead,26/06/2019,0
Fuel For Sport,2018/6/29,20000,28/11/2016,Dead,18/12/2019,0
Fuel Matrix,2018/1/1,24700,27/10/2008,Dead,06/11/2018,0
Full Circle Commerce,2014/2/21,149990,04/04/2013,Dead,26/07/2016,0
Full Team,2016/1/21,50000,04/02/2015,Dead,21/04/2020,0
Funding Knight,2016/2/2,442003,01/07/2011,Dead,28/06/2016,0
Funding Knight,2013/7/16,1518299,01/07/2011,Dead,28/06/2016,0
Funding Knight,2012/4/3,175000,01/07/2011,Dead,28/06/2016,0
Funding Knight,2013/3/9,160000,01/07/2011,Dead,28/06/2016,0
Funding Knight,2015/2/27,1093513,01/07/2011,Dead,28/06/2016,0
Funky Moves,2012/3/30,275007,09/11/2005,Dead,21/12/2018,0
Furo,2016/4/1,40001,14/09/2015,Dead,17/12/2019,0
Fusion Catering Solutions,2016/3/1,840000,06/04/2011,Dead,25/10/2018,0
Fusion Pictures,2018/7/7,2748073,05/07/2018,Dead,25/07/2019,0
Future Energy,2017/1/25,1465000,02/10/2014,Dead,25/01/2018,0
Future Energy,2015/3/12,743635,02/10/2014,Dead,25/01/2018,0
Future Energy,2016/3/30,578185,02/10/2014,Dead,25/01/2018,0
FutureGov,2014/2/7,500000,14/01/2008,Exited,12/06/2019,11800000
Fuzmo,2014/5/22,2400,24/07/2013,Dead,13/10/2016,0
Fuzmo,2014/6/24,50000,24/07/2013,Dead,13/10/2016,0
Fuzmo,2014/3/7,55450,24/07/2013,Dead,13/10/2016,0
G'NOSH,2012/12/11,249700,06/04/2011,Dead,21/05/2019,0
G'NOSH,2012/4/27,70000,06/04/2011,Dead,21/05/2019,0
G'NOSH,2014/11/20,129960,06/04/2011,Dead,21/05/2019,0
G-Paws,2014/12/1,512336,08/01/2013,Dead,21/11/2017,0
G-Paws,2013/1/8,399102,08/01/2013,Dead,21/11/2017,0
GADM,2014/2/13,150000,01/03/2013,Dead,06/01/2016,0
GADM,2013/11/26,40000,01/03/2013,Dead,06/01/2016,0
GC Hub,2017/2/24,49999,06/06/2014,Dead,05/11/2018,0
GDK Drinks,2018/2/27,70000,26/01/2009,Dead,25/04/2019,0
GEOREACH,2015/12/31,1603544,17/12/2014,Dead,09/10/2018,0
GO Outdoors,2011/4/1,6230000,31/12/1969,Exited,28/11/2016,130000000
GOS Systems,2013/12/31,481500,18/06/2012,Dead,04/11/2014,0
GOS Systems,2012/10/5,200160,18/06/2012,Dead,04/11/2014,0
GRAMPY,2017/6/30,7728,23/09/2013,Dead,28/03/2019,0
GSAVr,2015/1/27,25000,19/06/2014,Dead,21/03/2019,0
GSAVr,2015/10/15,50000,19/06/2014,Dead,21/03/2019,0
GSAVr,2015/4/17,30000,19/06/2014,Dead,21/03/2019,0
GSAVr,2016/9/13,500000,19/06/2014,Dead,21/03/2019,0
GTO,2011/5/31,15015,01/05/2003,Dead,07/05/2019,0
Gaia-Wind,2014/12/31,798660,03/10/2006,Dead,11/06/2018,0
Gaia-Wind,2012/12/13,971015,03/10/2006,Dead,11/06/2018,0
GameSessions,2014/9/25,1064984,20/04/2009,Dead,13/12/2019,0
GameSessions,2009/8/9,50001,20/04/2009,Dead,13/12/2019,0
GameSessions,2013/3/23,1412987,20/04/2009,Dead,13/12/2019,0
GameSessions,2015/12/15,521456,20/04/2009,Dead,13/12/2019,0
GameSessions,2011/3/24,532593,20/04/2009,Dead,13/12/2019,0
GameSessions,2011/12/21,449777,20/04/2009,Dead,13/12/2019,0
GameSessions,2018/5/29,1624994,20/04/2009,Dead,13/12/2019,0
GameSessions,2016/12/17,1224993,20/04/2009,Dead,13/12/2019,0
Gartenzwerg,2018/1/29,100000,10/02/2016,Dead,14/10/2019,0
Gas2,2012/2/13,1735005,19/05/2005,Dead,26/11/2015,0
Gastro Culinary Innovation,2017/7/31,46011,21/04/2011,Dead,19/12/2019,0
Gateway Interactive,2014/11/20,118000,09/08/2013,Dead,20/11/2018,0
Gauge,2014/9/17,40667,28/07/2010,Dead,15/07/2020,0
Gauge,2017/3/29,21302,28/07/2010,Dead,15/07/2020,0
Gauge,2013/10/10,20000,28/07/2010,Dead,15/07/2020,0
Gauge,2016/3/29,20000,28/07/2010,Dead,15/07/2020,0
Gauge,2014/4/16,20000,28/07/2010,Dead,15/07/2020,0
Gauge,2013/7/4,10000,28/07/2010,Dead,15/07/2020,0
Gauge,2014/12/3,20010,28/07/2010,Dead,15/07/2020,0
Gay Star News,2015/2/11,79999,27/07/2011,Dead,31/07/2019,0
Gaze,2014/12/5,10000,31/10/2014,Dead,13/08/2015,0
Gazoob,2012/5/1,1988476,06/12/2011,Dead,11/02/2016,0
Gazoob,2013/10/23,849996,06/12/2011,Dead,11/02/2016,0
Gazoob,2014/9/18,850008,06/12/2011,Dead,11/02/2016,0
Gazoob,2015/6/11,374999,06/12/2011,Dead,11/02/2016,0
GearToGo,2011/8/11,49800,09/10/2007,Dead,17/07/2018,0
GenDrive,2010/9/9,252848,11/05/2005,Dead,06/01/2016,0
GenDrive,2011/4/8,198167,11/05/2005,Dead,06/01/2016,0
Geneff,2017/1/13,75223,11/03/2015,Dead,04/01/2019,0
Geneff,2015/6/24,336576,11/03/2015,Dead,04/01/2019,0
Genie Jobs,2015/5/4,544752,17/04/2014,Dead,05/11/2018,0
Genie Jobs,2016/3/15,233000,17/04/2014,Dead,05/11/2018,0
Genius Club,2017/4/3,50000,04/10/2015,Dead,02/11/2018,0
Genus Law,2011/11/2,350000,25/03/2011,Dead,10/01/2018,0
Genus Law,2014/8/4,458073,25/03/2011,Dead,10/01/2018,0
Genus Law,2015/2/17,886831,25/03/2011,Dead,10/01/2018,0
Genus Law,2013/9/23,2247723,25/03/2011,Dead,10/01/2018,0
Genus Law,2015/9/17,367057,25/03/2011,Dead,10/01/2018,0
GeoLang,2016/11/30,94402,,Exited,04/04/2018,1700000
GeoLang,2013/10/29,285000,,Exited,04/04/2018,1700000
GeoLang,2015/6/12,40000,,Exited,04/04/2018,1700000
GeoLang,2015/1/26,27000,,Exited,04/04/2018,1700000
GeoLang,2015/11/24,204000,,Exited,04/04/2018,1700000
Geocast TV,2016/7/1,200000,25/09/2007,Dead,24/01/2019,0
Geocast TV,2017/4/1,800000,25/09/2007,Dead,24/01/2019,0
Geopify,2018/3/12,10000,29/01/2018,Dead,23/04/2020,0
Geosho,2014/7/2,321365,30/03/2010,Dead,07/03/2017,0
Geosho,2011/1/7,135092,30/03/2010,Dead,07/03/2017,0
Geosho,2015/3/30,40831,30/03/2010,Dead,07/03/2017,0
Geosho,2012/12/12,71820,30/03/2010,Dead,07/03/2017,0
Geosho,2012/2/24,80847,30/03/2010,Dead,07/03/2017,0
Get Pro,2011/9/16,10000,04/11/2009,Dead,15/01/2013,0
Get Smarter Energy,2015/2/25,90400,29/03/2012,Dead,29/10/2018,0
Get Smarter Energy,2013/4/5,116800,29/03/2012,Dead,29/10/2018,0
Get Smooth,2017/4/9,127482,27/10/2015,Dead,25/05/2017,0
Get Smooth,2016/10/26,75014,27/10/2015,Dead,25/05/2017,0
Get Staffed,2018/2/27,6000,23/05/2017,Dead,16/07/2020,0
GetPTfit,2017/8/8,150000,17/10/2013,Dead,30/04/2019,0
Ghost Brewing Co.,2016/2/18,50000,17/06/2015,Dead,16/12/2019,0
Gift Wink,2016/11/22,982791,16/06/2015,Dead,22/05/2019,0
Gift Wink,2018/6/16,82426,16/06/2015,Dead,22/05/2019,0
GiftCannon,2013/3/1,61243,01/12/2011,Dead,17/10/2013,0
Gig FM,2018/9/21,630001,23/01/2017,Dead,01/07/2019,0
Gig FM,2017/7/7,465004,23/01/2017,Dead,01/07/2019,0
GigDropper,2012/10/23,30000,31/10/2012,Dead,13/05/2016,0
GigOwl,2013/5/29,30833,11/04/2013,Dead,21/08/2014,0
GigPlug,2013/7/30,100000,29/05/2013,Dead,07/01/2016,0
GigPlug,2015/2/4,100000,29/05/2013,Dead,07/01/2016,0
Gigi Brooks,2015/7/16,300005,28/06/2012,Exited,23/12/2016,46729
Gigi Brooks,2014/7/24,162000,28/06/2012,Exited,23/12/2016,46729
Gigi Brooks,2012/9/14,114952,28/06/2012,Exited,23/12/2016,46729
Gigit,2014/3/5,150000,18/03/2011,Dead,03/04/2018,0
Gingerbread Pre-Schools,2011/5/2,675000,20/11/2005,Dead,17/05/2013,0
Given,2018/4/11,120000,27/01/2016,Dead,15/08/2019,0
Gladstone London,2015/1/27,265000,18/11/2013,Dead,21/05/2019,0
Gladstone London,2016/6/20,354552,18/11/2013,Dead,21/05/2019,0
Gladstone London,2017/11/23,176478,18/11/2013,Dead,21/05/2019,0
Glass Tech Recycling,2016/11/15,885000,30/12/2010,Dead,09/08/2019,0
GlazeAlarm,2015/11/4,200100,04/05/2012,Dead,09/08/2019,0
GlazeAlarm,2014/6/25,129750,04/05/2012,Dead,09/08/2019,0
GlazeAlarm,2015/4/2,48700,04/05/2012,Dead,09/08/2019,0
GlazeAlarm,2013/4/5,191250,04/05/2012,Dead,09/08/2019,0
Glenroy Spirits,2017/6/20,100000,21/08/2014,Dead,25/04/2019,0
Glide,2011/2/23,550141,31/12/2006,Exited,20/06/2016,18877652
Glide Technologies,2011/10/31,412162,06/03/2001,Dead,05/02/2018,0
Glide Technologies,2013/2/26,14224799,06/03/2001,Dead,05/02/2018,0
Glide Technologies,2010/3/17,1379847,06/03/2001,Dead,05/02/2018,0
Global Composites,2011/6/17,642000,22/05/2008,Dead,20/09/2016,0
